user_id,num_levels_completed,returns,total_time_played,active_time,abtest_value
wpVjGv76vJdvv6bZkaIv7y6ipEdjSzshc3EwsXP1,1,0,30,30,1
wuHklC1QYBsy85ti1o7pOu2kxES4NuubAV8AQaij,0,1,30,30,2
wxjQ8znbyPjafy4DgYy0JJinPMEfl2tzTSgAGyW2,4,1,210,210,-1
wYeCNBGPefNXkKDZM3P2Mf57yYyxFbDZKeKEmTYG,0,0,120,90,2
WZ3Av6OAZVjR1uP7801UWVLxTw606iJvWxWQiJfH,1,0,120,120,-1
x0d1DdIV3aprkeBS4lUrIr2ctIWLYa3vjcNL62nW,1,0,90,90,-1
x2EqsX7J0NGrzqVx0nu4dbWv4nQfaRMPLvaMc5g3,0,0,30,30,2
xGcgijJGdQKBJvJHBHw6Gw45zQkY6oitRornGPkF,0,0,30,30,2
xhvJsQrgF62WhALdxOMmgRcY8N3vCuyFZnF6bBl7,1,0,90,90,1
xhWuKwx0rKANDTwWDccwyeNBVOQNGSt2D2NEI5za,0,0,30,30,-1
xKb0ApBwIDm0YOvNBxBhjHx6hhDYF40aYBo1UTNX,1,0,60,60,-1
xlxMQEfNtgWokHUlaassudkXPdRK4mGfuNcSno0n,0,0,0,0,2
XMGWMUe3pnZTH5ue1q67ji7bpDM5KkZtVb3xmCO8,3,1,540,450,-1
XQzUjC3q6YF1xt0WPX7upXWeCvJAU3GVihJ3N8zC,0,0,0,0,1
xSoSmtmBRrRIdBf00FS4GmTuJirprmWFkAKQcjcp,0,0,30,30,1
XtbwdISz4MZIOKABdX0qwOmuCzR2oeHHGbzzaMxq,2,6,150,150,2
Xv0EPRpQfZK3b3iMWSVc7mZg2hoBSLhlAhfNc2Zq,3,3,240,240,1
XWR56bhCAmLjOez1yqWwjZ44diaxTuMVbpIIwQPz,4,0,240,240,2
yew6JmfrQ2UW1y1RaOLGBedkx0nbK3nuavmajSXF,1,0,60,60,2
yfekeMyRuAIAymk1tJnnkPAAhW3F2uHQHKsapRmv,3,0,240,240,1
yGjlljbao55M5tnXu5657qLQLfUZfq2w4bSKZUBm,1,0,90,90,2
yLNzPEP8RcuVAtygjaSNvB43epjZq3LrvOYbAkQu,6,0,1560,330,-1
YmIfPYuQL4s8ioV1O6CjZUNEBuC5ohBPlyIdqIXm,0,0,60,60,-1
Ynv0Zd0or8yYE41nUMIlYDQJdtDOhmYTZEaEwUdC,1,0,90,90,2
yysC3GNPLM7krwYuiib2xhPLhrO6WnVisNEy4oD1,1,0,90,90,-1
yzoS5u1RURT8E0EjKWr8cHhga7o2LaJctZVWbbSW,1,0,90,90,-1
z28pcYCHeo2bv6Cnh7v0YDPAxsj1mLyB52S0rgcX,1,0,90,90,1
ZB514w2wHxv7Y6PRaTniinXcvcSRliJ40YPuxRQl,1,0,120,120,-1
znXZtpiNSAS0UdrlLWYuEXB550wjtRyTf5Kv7iZZ,1,0,60,60,2
ZQMTDHOh3NowXz0j6mISFNW1E4yaAfOJTMDHmQ1U,1,1,90,90,1
Zrxy7uNE1IHtsA8Am2ZxVhyhUQiEY6pgrc5BvlL8,0,0,60,60,1
zvm5oSxNAe1xpgUCJiGqrzGXBAvS4vE6G6VaIEPP,1,0,60,60,1
ZyFc80lP7FZBj2K5Jz1md1TjktH7oHkyp532Ybph,0,0,0,0,-1
