user_id,num_levels_completed,returns,total_time_played,active_time,abtest_value
z0Dlamvnm1EAC1wf2Bb6IB0mwZo0hELoTdSpSDSc,2,0,180,180,2
Z0pr7Cpu76SboDj3siJRuCwbbxQsfB7NrlnGuuhz,0,0,60,60,2
z1Pv8A6XompvETM3puF3GykpxVPyO1HpbQ034RPt,3,0,120,120,1
Z4XPGfKTGdjzgWb8IDqfyG3a3v7UflbKJHgbYiGY,0,0,0,0,2
zBAPE7rgxQV2fUYQggaunvq5N8THLyU56pRZqUBk,2,0,270,270,1
zcTMQWTxZpO4KlKXePD4Cipc2jV6dQRFdaieVNdc,1,0,60,60,2
ZfBms32d6DLijC1p8FijRryWXd3b5yo2Jsa8jnvL,0,0,30,30,1
Zfcb8B7AGVB1EgbiUpPQCZuuDO1gKOYJjQw8nkGm,3,0,180,180,1
zHf8vMSIxo0HfXUg2HQxkZOpr46FXI3TpCC72aDw,4,1,540,540,1
zk0U0KAiAtmgUHpbr8JIMfmTjf7UNhKDokkM1luI,8,0,1050,750,1
zlsJJWUJSGrOB2IT4afziori2mTprEaxcM47ykJx,0,0,30,30,2
Zn5pbtF8IqZY8VHCAC58mBbPGyXjVPnC40opSoQY,0,0,0,0,2
zNnfBYUoEepgduKHfOi3W8kYKNnCSK4ugj67fuiD,5,0,210,210,1
zodaoCnaqfh67ZZ4fK4wo3AgmCx0I4rnOslhtKFZ,13,0,810,810,2
ZORSc8OjWVgsY30LzhzTddBgy3B5kGKiVtpSyowi,1,0,90,90,2
zrburB7emN07cWsDJ205qDDguSFag6B5vBp1nYaD,5,0,2910,600,1
ZrCr5JU1juRHIECwEtp8gdfbGeOtT7kVQkeAJrn5,6,3,150,150,1
zrUUovJxymOWUdrXPP4wQ0ZO66dbz5ConHWLkVY1,0,0,30,30,2
ZuJpKKnVchYEuL3Ixp2oOtXgFnTCdVryukiqTQBz,1,0,60,60,1
zXEiRC8wqneO5nLE2INQ05jM4DGr5w62g87UmGin,9,0,720,720,1
ZyywjdztbozGt4MjUynfsjUdCEgv6L0PL4SY0Xzx,12,0,720,720,1
zzxYpjk80NIyMB7VyKtL7hPVaxCExRR231IvNmmC,2,0,180,180,1
